Date,Country,Region,EV Sales,Market Share %
2023-08-31,Denmark,South America,2990,6.666666666666667
2023-08-31,Finland,North America,5353,6.666749694871347
2023-08-31,Germany,Asia,799,6.667222963951936
2023-08-31,Germany,Asia,1610,6.666666666666667
2023-08-31,Germany,Asia,4538,6.666764606502226
2023-08-31,Germany,Asia,216,6.666666666666667
2023-08-31,Italy,South America,518,6.667524777963702
2023-08-31,Italy,Asia,2701,6.666831218837932
2023-08-31,Italy,South America,1615,6.666666666666667
2023-08-31,Italy,South America,11592,6.666666666666667
2023-08-31,Italy,South America,1943,6.666666666666667
2023-08-31,Italy,South America,7230,6.666728139494141
2023-08-31,Italy,North America,940,6.66713951344067
2023-08-31,Japan,North America,2157,6.666666666666667
2023-08-31,Japan,North America,2808,6.666666666666667
2023-08-31,Japan,North America,1870,6.666666666666667
2023-08-31,Japan,Asia,7278,6.666666666666667
2023-08-31,Japan,Asia,1782,6.666666666666667
2023-08-31,Netherlands,North America,3969,6.666666666666667
2023-08-31,New Zealand,North America,1255,6.666666666666667
2023-08-31,New Zealand,North America,20868,6.666687964628346
2023-08-31,Norway,Europe,3901,6.666780599514646
2023-08-31,South Korea,South America,19844,6.666689063660095
2023-08-31,South Korea,Asia,10549,6.666666666666667
2023-08-31,South Korea,Oceania,23887,6.66668527284094
2023-09-30,Australia,Asia,22195,6.666666666666667
2023-09-30,Belgium,Asia,1011,6.666666666666667
2023-09-30,Belgium,Oceania,2104,6.666877911213917
2023-09-30,Belgium,Asia,794,6.666666666666667
2023-09-30,Belgium,Oceania,3239,6.666666666666667
2023-09-30,Belgium,Oceania,2864,6.666666666666667
2023-09-30,Denmark,South America,1535,6.666956219596942
2023-09-30,Denmark,Asia,9349,6.666666666666667
2023-09-30,Denmark,Asia,23510,6.666685571205362
2023-09-30,Denmark,South America,14937,6.666696421398413
2023-09-30,Denmark,South America,8382,6.666666666666667
2023-09-30,Denmark,South America,9835,6.666711857053767
2023-09-30,Denmark,Asia,2195,6.666869153201311
2023-09-30,Denmark,Asia,1033,6.666666666666667
2023-09-30,Denmark,South America,7695,6.666666666666667
2023-09-30,Denmark,Asia,307,6.666666666666667
2023-09-30,Finland,North America,3274,6.666802419108514
2023-09-30,Finland,North America,7819,6.666723508747996
2023-09-30,Germany,Asia,39983,6.666677782520542
2023-09-30,India,Europe,497,6.666666666666667
2023-09-30,Italy,South America,8555,6.66671861849693
2023-09-30,Japan,Asia,5486,6.666666666666667
2023-09-30,Japan,Asia,9310,6.666714405402114
2023-09-30,Japan,North America,27147,6.666683038477029
2023-09-30,Japan,North America,4447,6.6667666106980095
2023-09-30,Japan,Asia,12140,6.666666666666667
2023-09-30,Netherlands,Europe,14821,6.666666666666667
2023-09-30,New Zealand,North America,15342,6.6666956359259375
2023-09-30,Norway,Europe,1420,6.666979670407061
2023-09-30,Norway,Europe,1989,6.666666666666667
2023-09-30,South Korea,South America,16069,6.66669432528191
2023-09-30,South Korea,Asia,1030,6.666666666666667
2023-09-30,South Korea,South America,33291,6.6666800169816005
2023-09-30,South Korea,South America,7967,6.666666666666667
2023-10-31,Australia,Asia,2459,6.666666666666667
2023-10-31,Australia,Asia,4737,6.666666666666667
2023-10-31,Belgium,Asia,1441,6.666666666666667
2023-10-31,Belgium,Asia,10762,6.666666666666667
2023-10-31,Canada,Asia,1713,6.666926130614151
2023-10-31,Canada,South America,12310,6.666702771203743
2023-10-31,Canada,Asia,28296,6.666666666666667
2023-10-31,Denmark,Asia,1729,6.666923729467109
2023-10-31,Finland,North America,2373,6.666666666666667
2023-10-31,Germany,Asia,4243,6.666771416001509
2023-10-31,Italy,Asia,6470,6.666666666666667
2023-10-31,Italy,North America,4375,6.666666666666667
2023-10-31,Italy,North America,7556,6.666725487255048
2023-10-31,Italy,North America,332,6.666666666666667
2023-10-31,Italy,Asia,2187,6.666666666666667
2023-10-31,Italy,North America,21925,6.666666666666667
2023-10-31,Japan,Asia,67811,6.666666666666667
2023-10-31,Japan,North America,4260,6.666666666666667
2023-10-31,Netherlands,North America,47510,6.666676021435518
2023-10-31,Netherlands,North America,268,6.668325454093058
2023-10-31,Norway,Europe,266,6.666666666666667
2023-10-31,Norway,Europe,9980,6.666711200475621
2023-10-31,South Korea,South America,665,6.6673350711850805
2023-10-31,South Korea,Asia,502,6.666666666666667
2023-11-30,Belgium,Oceania,38113,6.666678327916682
2023-11-30,Belgium,Asia,17872,6.6666915349579785
2023-11-30,Belgium,Asia,2663,6.666833566993792
2023-11-30,Belgium,Oceania,15511,6.666666666666667
2023-11-30,Belgium,Oceania,2304,6.666666666666667
2023-11-30,Denmark,Asia,1427,6.66697813492805
2023-11-30,Denmark,South America,67785,6.666666666666667
2023-11-30,Denmark,Asia,63111,6.666666666666667
2023-11-30,India,Europe,2255,6.666666666666667
2023-11-30,India,Europe,30459,6.666666666666667
2023-11-30,India,Europe,232,6.666666666666667
2023-11-30,Italy,South America,3564,6.666666666666667
2023-11-30,Italy,South America,2540,6.666841649387123
2023-11-30,Italy,Asia,15784,6.6666948246951545
2023-11-30,Italy,South America,25774,6.666666666666667
2023-11-30,Japan,North America,4235,6.666666666666667
2023-11-30,Netherlands,North America,5817,6.666666666666667
2023-11-30,Netherlands,North America,58403,6.666666666666667
2023-11-30,New Zealand,North America,22975,6.666686011421143
2023-11-30,South Korea,South America,80438,6.666672191975759
2023-11-30,South Korea,Asia,710,6.667292703540238
2023-11-30,South Korea,Oceania,8852,6.666666666666667
2023-11-30,South Korea,South America,20133,6.6666887421604395
2023-11-30,South Korea,Asia,3114,6.666809394335139
2023-11-30,South Korea,Oceania,7116,6.666666666666667
2023-12-31,Denmark,Asia,6231,6.666666666666667
2023-12-31,Denmark,Asia,3400,6.666797388184081
2023-12-31,Denmark,South America,3405,6.666797196225086
2023-12-31,Denmark,Asia,9610,6.666712915108672
2023-12-31,Denmark,Asia,31526,6.666666666666667
2023-12-31,Finland,North America,1086,6.666666666666667
2023-12-31,Germany,Asia,10879,6.666666666666667
2023-12-31,India,Europe,9940,6.666666666666667
2023-12-31,Italy,Asia,3810,6.666783320793014
2023-12-31,Italy,Asia,70313,6.666666666666667
2023-12-31,Italy,North America,24157,6.666685064881304
2023-12-31,Japan,North America,4668,6.66676187891858
2023-12-31,Japan,Asia,14207,6.666666666666667
2023-12-31,Japan,Asia,9978,6.666711209402081
2023-12-31,Japan,North America,4511,6.666666666666667
2023-12-31,Netherlands,Europe,837,6.666666666666667
2023-12-31,Netherlands,Europe,4007,6.666777585518435
2023-12-31,Norway,Europe,36702,6.666666666666667
2023-12-31,Norway,Europe,28442,6.6666822930461835
2023-12-31,South Korea,Asia,15941,6.666666666666667
2024-01-31,Australia,Asia,14596,6.666666666666667
2024-01-31,Australia,Asia,8798,6.6667171835809915
2024-01-31,Australia,Asia,2457,6.666666666666667
2024-01-31,Austria,Europe,1506,6.666961795564212
2024-01-31,Belgium,Asia,2822,6.666666666666667
2024-01-31,Canada,South America,827,6.6672041277007414
2024-01-31,Canada,Asia,2028,6.666666666666667
2024-01-31,Canada,South America,1934,6.666666666666667
2024-01-31,Canada,Asia,31238,6.666666666666667
2024-01-31,Canada,South America,4081,6.666666666666667
2024-01-31,Canada,Asia,2512,6.666843599883224
2024-01-31,Canada,South America,6564,6.666734376745651
2024-01-31,Denmark,Asia,5192,6.666752269546347
2024-01-31,Denmark,Asia,3655,6.666666666666667
2024-01-31,Finland,North America,4122,6.666774490934675
2024-01-31,India,Europe,1154,6.666666666666667
2024-01-31,Italy,North America,10257,6.666666666666667
2024-01-31,Italy,North America,5183,6.6667524181930435
2024-01-31,Italy,Asia,1864,6.666905111055474
2024-01-31,Japan,North America,7267,6.666666666666667
2024-01-31,Japan,North America,3932,6.666779701249598
2024-01-31,Netherlands,Europe,50487,6.666675469824536
2024-01-31,Netherlands,Europe,125197,6.666666666666667
2024-01-31,New Zealand,North America,2993,6.66681516460997
2024-01-31,South Korea,Oceania,404,6.666666666666667
2024-02-29,Australia,Asia,2424,6.666850023377981
2024-02-29,Austria,Europe,4437,6.666666666666667
2024-02-29,Belgium,Oceania,1227,6.666666666666667
2024-02-29,Belgium,Oceania,975,6.667122538293217
2024-02-29,Belgium,Oceania,1750,6.666920644595985
2024-02-29,Canada,South America,21796,6.6666870578303605
2024-02-29,Canada,South America,6324,6.666736946415205
2024-02-29,Canada,South America,583,6.666666666666667
2024-02-29,Denmark,Asia,30323,6.666666666666667
2024-02-29,Denmark,Asia,4418,6.66676726674614
2024-02-29,Denmark,Asia,65119,6.666673491785287
2024-02-29,Denmark,South America,64132,6.666666666666667
2024-02-29,Italy,North America,381,6.667833391669584
2024-02-29,Italy,South America,1478,6.666967386891605
2024-02-29,Japan,Asia,218,6.666666666666667
2024-02-29,Netherlands,North America,40192,6.666666666666667
2024-02-29,New Zealand,North America,5661,6.666745177473679
2024-02-29,New Zealand,North America,1588,6.666666666666667
2024-02-29,New Zealand,North America,1254,6.667021106916901
2024-02-29,Norway,Europe,313,6.6680869194716665
2024-02-29,Norway,Europe,18506,6.666690682988159
2024-02-29,South Korea,Asia,14741,6.666696817026511
2024-02-29,South Korea,Asia,19368,6.666666666666667
2024-02-29,South Korea,Oceania,13018,6.666700807603869
2024-02-29,South Korea,Oceania,2652,6.6668342592825365
2024-03-31,Australia,Asia,27955,6.666666666666667
2024-03-31,Belgium,Oceania,6447,6.666735605559232
2024-03-31,Belgium,Oceania,208638,6.666666666666667
2024-03-31,Canada,South America,3543,6.666792111997591
2024-03-31,Canada,Asia,3520,6.666666666666667
2024-03-31,Denmark,Asia,26265,6.666666666666667
2024-03-31,Finland,North America,616,6.666666666666667
2024-03-31,Germany,Asia,382,6.666666666666667
2024-03-31,Germany,Asia,42238,6.666677189067016
2024-03-31,Germany,Asia,1446,6.666974042141177
2024-03-31,India,Europe,7783,6.666666666666667
2024-03-31,Italy,Asia,5101,6.666666666666667
2024-03-31,Italy,South America,8419,6.666719457730196
2024-03-31,Japan,North America,422,6.667720018960341
2024-03-31,Japan,North America,23228,6.6666858007169525
2024-03-31,Netherlands,Europe,36291,6.666666666666667
2024-03-31,Netherlands,Europe,94190,6.666666666666667
2024-03-31,Netherlands,Europe,7015,6.666730023568768
2024-03-31,New Zealand,North America,8184,6.666666666666667
2024-03-31,Norway,Europe,5310,6.666750367236249
2024-03-31,South Korea,Oceania,5138,6.666666666666667
2024-03-31,South Korea,Asia,48936,6.666666666666667
2024-04-30,Australia,Asia,3038,6.666666666666667
2024-04-30,Austria,Europe,7201,6.666728387060937
2024-04-30,Canada,Asia,7993,6.666722271339684
2024-04-30,Denmark,Asia,113700,6.666666666666667
2024-04-30,Denmark,Asia,4998,6.666755592311489
2024-04-30,Finland,North America,3464,6.666666666666667
2024-04-30,Germany,Asia,726,6.667278905317292
2024-04-30,India,Europe,6954,6.666730579336395
2024-04-30,Italy,South America,7586,6.66672525463797
2024-04-30,Japan,North America,3343,6.666799617102743
2024-04-30,Japan,North America,932,6.666666666666667
2024-04-30,Japan,Asia,40292,6.666666666666667
2024-04-30,New Zealand,North America,2274,6.666666666666667
2024-04-30,South Korea,South America,552,6.667471916898177
2024-04-30,South Korea,Asia,8975,6.666666666666667
2024-05-31,Australia,Asia,12708,6.666701640445076
2024-05-31,Australia,Asia,35819,6.666666666666667
2024-05-31,Australia,Asia,1944,6.666895298192668
2024-05-31,Austria,Europe,14885,6.6666965253455395
2024-05-31,Austria,Europe,78836,6.666666666666667
2024-05-31,Belgium,Oceania,6192,6.6667384446430304
2024-05-31,Belgium,Oceania,7597,6.666666666666667
2024-05-31,Belgium,Oceania,486,6.666666666666667
2024-05-31,Canada,South America,42837,6.6666770419295505
2024-05-31,Canada,South America,3421,6.666796585727091
2024-05-31,Canada,Asia,3746,6.666666666666667
2024-05-31,Denmark,Asia,4918,6.666757038864564
2024-05-31,Denmark,South America,8652,6.666666666666667
2024-05-31,Denmark,Asia,812,6.666666666666667
2024-05-31,Denmark,Asia,6100,6.666739527207947
2024-05-31,Finland,North America,4099,6.666666666666667
2024-05-31,India,Europe,678,6.667322253908939
2024-05-31,Italy,North America,1322,6.667002874577639
2024-05-31,Italy,Asia,15006,6.666696284580766
2024-05-31,Italy,North America,2437,6.666666666666667
2024-05-31,Italy,Asia,119088,6.666666666666667
2024-05-31,Italy,North America,2342,6.666856443394346
2024-05-31,Italy,Asia,3008,6.666666666666667
2024-05-31,Italy,Asia,1532,6.666666666666667
2024-05-31,Italy,North America,9197,6.66671499195384
2024-05-31,Italy,North America,9798,6.666712027706523
2024-05-31,Italy,Asia,6428,6.666666666666667
2024-05-31,Japan,North America,2826,6.666823940173158
2024-05-31,Japan,North America,367,6.667877906976743
2024-05-31,Japan,Asia,1271,6.666666666666667
2024-05-31,Netherlands,Europe,8340,6.666666666666667
2024-05-31,Netherlands,North America,71029,6.666672923897679
2024-05-31,New Zealand,North America,8821,6.666717051861482
2024-05-31,New Zealand,North America,15076,6.666666666666667
2024-05-31,New Zealand,North America,3120,6.666666666666667
2024-05-31,New Zealand,North America,4873,6.666757873423264
2024-05-31,New Zealand,North America,16308,6.666666666666667
2024-05-31,New Zealand,North America,3239,6.666803886053022
2024-05-31,South Korea,South America,347,6.6679477325134515
2024-06-30,Australia,Asia,12996,6.666666666666667
2024-06-30,Austria,Europe,3142,6.666666666666667
2024-06-30,Belgium,Asia,10226,6.666666666666667
2024-06-30,Canada,Asia,4703,6.666666666666667
2024-06-30,Canada,South America,6701,6.666666666666667
2024-06-30,Germany,Asia,329,6.668017835427645
2024-06-30,Germany,Asia,7993,6.666722271339684
2024-06-30,Italy,Asia,9473,6.666713583965544
2024-06-30,Italy,South America,80248,6.666672205057825
2024-06-30,Japan,Asia,6660,6.666733400734742
2024-06-30,Netherlands,North America,7102,6.66672924743497
2024-06-30,Netherlands,North America,14618,6.6666970707213515
2024-06-30,Norway,Europe,879,6.667172330097087
2024-06-30,Norway,Europe,15977,6.666694484548557
2024-06-30,South Korea,Asia,3004,6.666814620830467
2024-06-30,South Korea,South America,6221,6.6667381100370795
2024-07-31,Belgium,Oceania,6175,6.6667386422525485
2024-07-31,Belgium,Oceania,1454,6.666666666666667
2024-07-31,Canada,Asia,3223,6.666666666666667
2024-07-31,Canada,Asia,32698,6.666666666666667
2024-07-31,Canada,Asia,1829,6.666666666666667
2024-07-31,Denmark,Asia,47085,6.666676105873924
2024-07-31,Denmark,Asia,380,6.667836462537287
2024-07-31,Finland,North America,10239,6.666710073966038
2024-07-31,Finland,North America,368,6.667874614966479
2024-07-31,Germany,Asia,852,6.667188355896394
2024-07-31,Germany,Asia,16176,6.666694142326667
2024-07-31,Italy,Asia,47643,6.666675995320748
2024-07-31,Italy,South America,1193,6.667039231027159
2024-07-31,Japan,Asia,298,6.668158424703513
2024-07-31,Japan,Asia,3817,6.666666666666667
2024-07-31,Netherlands,Europe,15117,6.666696067103557
2024-07-31,Netherlands,Europe,4914,6.666666666666667
2024-07-31,Netherlands,North America,14444,6.666666666666667
2024-07-31,Netherlands,Europe,8508,6.666718905492129
2024-07-31,New Zealand,North America,7180,6.666728567581871
2024-07-31,Norway,Europe,13360,6.666666666666667
2024-07-31,South Korea,Asia,1738,6.666922398250796
2024-07-31,South Korea,Oceania,3619,6.666666666666667
2024-07-31,South Korea,South America,653,6.666666666666667
2024-07-31,South Korea,Asia,3703,6.666666666666667
2024-07-31,South Korea,Oceania,6292,6.666666666666667
2024-08-31,Australia,Asia,3538,6.666792289283762
2024-08-31,Australia,Asia,116,6.666666666666667
2024-08-31,Austria,Europe,1895,6.666666666666667
2024-08-31,Belgium,Oceania,390,6.667806462643187
2024-08-31,Belgium,Oceania,572,6.666666666666667
2024-08-31,Canada,South America,2691,6.666831830343871
2024-08-31,Denmark,Asia,3276,6.666802336229878
2024-08-31,Denmark,South America,1504,6.66696218804025
2024-08-31,Denmark,South America,1310,6.666666666666667
2024-08-31,Finland,North America,28198,6.666682428263064
2024-08-31,Germany,Asia,2113,6.666877011421721
2024-08-31,Italy,South America,559,6.667461832061068
2024-08-31,Japan,Asia,4568,6.666666666666667
2024-08-31,Netherlands,Europe,2837,6.666666666666667
2024-08-31,Netherlands,Europe,17286,6.666666666666667
2024-08-31,Netherlands,Europe,4406,6.666666666666667
2024-08-31,Netherlands,North America,59101,6.666666666666667
2024-08-31,South Korea,South America,3856,6.6667819291481525
2024-08-31,South Korea,Oceania,372226,6.666666666666667
2024-08-31,South Korea,South America,5631,6.666666666666667
2024-08-31,South Korea,South America,5588,6.666746203128169
2024-08-31,South Korea,Asia,1685,6.666666666666667
2024-08-31,South Korea,Asia,693,6.66730806234366
2024-08-31,South Korea,Asia,1329,6.6670011036420185
2024-08-31,South Korea,Asia,7240,6.666666666666667
2024-08-31,South Korea,South America,14476,6.666697368966422
2024-09-30,Australia,Asia,3358,6.666666666666667
2024-09-30,Australia,Asia,3982,6.666778281906612
2024-09-30,Australia,Asia,7375,6.666726930864912
2024-09-30,Belgium,Asia,6436,6.666735723386403
2024-09-30,Belgium,Oceania,3907,6.6667804245444
2024-09-30,Canada,Asia,1183,6.667042380522993
2024-09-30,Canada,South America,4412,6.666666666666667
2024-09-30,Canada,Asia,8376,6.666719728746647
2024-09-30,Denmark,Asia,23080,6.666666666666667
2024-09-30,Denmark,Asia,157,6.669498725573492
2024-09-30,Denmark,Asia,6352,6.666666666666667
2024-09-30,Denmark,South America,7857,6.666666666666667
2024-09-30,Finland,North America,70263,6.666672992113433
2024-09-30,Germany,Asia,34599,6.6666795122778355
2024-09-30,Italy,South America,7393,6.666666666666667
2024-09-30,Italy,South America,16297,6.666693938327866
2024-09-30,Italy,North America,18731,6.666690394498939
2024-09-30,Italy,North America,385,6.666666666666667
2024-09-30,Japan,North America,8510,6.666718893214988
2024-09-30,Japan,Asia,325,6.668034468608945
2024-09-30,Japan,North America,17873,6.666691533566585
2024-09-30,Netherlands,North America,7518,6.666725784568454
2024-09-30,New Zealand,North America,149302,6.666666666666667
2024-09-30,New Zealand,North America,1825,6.666910206765545
2024-09-30,Norway,Europe,5232,6.666751615081741
2024-09-30,South Korea,Oceania,4660,6.666762042375428
2024-09-30,South Korea,Oceania,16975,6.666692849063717
2024-09-30,South Korea,Oceania,6376,6.6667363732368585
2024-09-30,South Korea,Oceania,2142,6.666666666666667
2024-09-30,South Korea,Asia,4641,6.666666666666667
2024-10-31,Australia,Asia,25497,6.666666666666667
2024-10-31,Australia,Asia,16533,6.666693549037476
2024-10-31,Austria,Europe,19777,6.666666666666667
2024-10-31,Canada,South America,8753,6.666666666666667
2024-10-31,Canada,Asia,5023,6.666666666666667
2024-10-31,Canada,Asia,797,6.666666666666667
2024-10-31,Canada,South America,13687,6.666666666666667
2024-10-31,Canada,Asia,12540,6.666702108995795
2024-10-31,Canada,Asia,2982,6.666666666666667
2024-10-31,Denmark,Asia,679,6.666666666666667
2024-10-31,Denmark,Asia,874,6.666666666666667
2024-10-31,Denmark,Asia,16369,6.666666666666667
2024-10-31,Finland,North America,7712,6.666666666666667
2024-10-31,India,Europe,14777,6.666666666666667
2024-10-31,Italy,South America,225,6.666666666666667
2024-10-31,Italy,South America,635,6.667366652666947
2024-10-31,Italy,South America,2758,6.666666666666667
2024-10-31,Italy,Asia,51695,6.666666666666667
2024-10-31,Italy,Asia,35293,6.666679259681825
2024-10-31,Italy,North America,2905,6.666666666666667
2024-10-31,Japan,Asia,8843,6.666716926510056
2024-10-31,Japan,North America,607,6.667398945518453
2024-10-31,Japan,North America,14169,6.666666666666667
2024-10-31,Netherlands,North America,1821,6.66691074174416
2024-10-31,Netherlands,North America,4199,6.66677251365426
2024-10-31,Netherlands,Europe,1783,6.666915943763087
2024-10-31,Netherlands,North America,1654,6.666935386351727
2024-10-31,Netherlands,Europe,48388,6.6666758516930535
2024-10-31,New Zealand,North America,7445,6.666726364238766
2024-10-31,South Korea,Oceania,7272,6.666727784449803
2024-10-31,South Korea,Asia,8416,6.666719476548452
2024-10-31,South Korea,South America,750,6.667259311938839
2024-11-30,Australia,Asia,1445,6.666974254867583
2024-11-30,Austria,Europe,2673,6.666666666666667
2024-11-30,Austria,Europe,6783,6.666732190596006
2024-11-30,Belgium,Asia,1512,6.666666666666667
2024-11-30,Canada,Asia,3675,6.666787606124375
2024-11-30,Canada,Asia,1870,6.666666666666667
2024-11-30,Denmark,Asia,45981,6.666666666666667
2024-11-30,Denmark,Asia,15681,6.666695009650786
2024-11-30,India,Europe,522,6.667518201558309
2024-11-30,India,Europe,78341,6.6666723398751095
2024-11-30,Italy,South America,1925,6.666666666666667
2024-11-30,Italy,North America,2275,6.666862032587035
2024-11-30,Japan,Asia,57671,6.666666666666667
2024-11-30,Japan,North America,89656,6.666671623889552
2024-11-30,Japan,Asia,6744,6.666732569519272
2024-11-30,Japan,North America,5107,6.666666666666667
2024-11-30,Japan,Asia,5840,6.666666666666667
2024-11-30,Japan,Asia,3771,6.666666666666667
2024-11-30,Netherlands,Europe,1362,6.666993000146849
2024-11-30,Netherlands,Europe,6682,6.666733181015474
2024-11-30,Netherlands,Europe,3278,6.666666666666667
2024-11-30,Norway,Europe,13692,6.666666666666667
2024-11-30,Norway,Europe,167291,6.666666666666667
2024-11-30,South Korea,Oceania,3954,6.666666666666667
2024-12-31,Australia,Asia,1587,6.66694673164174
2024-12-31,Austria,Europe,2470,6.666666666666667
2024-12-31,Austria,Europe,1503,6.666666666666667
2024-12-31,Belgium,Asia,4344,6.666768980493869
2024-12-31,Canada,Asia,18316,6.666690932121032
2024-12-31,Denmark,Asia,4056,6.66677624550042
2024-12-31,Denmark,South America,40326,6.666666666666667
2024-12-31,Denmark,South America,14730,6.666666666666667
2024-12-31,Denmark,Asia,3006,6.666814522389053
2024-12-31,Denmark,Asia,15761,6.66669486578629
2024-12-31,Finland,North America,9140,6.666666666666667
2024-12-31,Germany,Asia,43026,6.666666666666667
2024-12-31,Italy,North America,2063,6.666666666666667
2024-12-31,Italy,North America,8405,6.666719545663657
2024-12-31,Italy,North America,6120,6.666739289099009
2024-12-31,Netherlands,Europe,5725,6.666666666666667
2024-12-31,Netherlands,Europe,2921,6.666666666666667
2024-12-31,Norway,Europe,3841,6.666666666666667
2024-12-31,South Korea,South America,39646,6.666666666666667
2024-12-31,South Korea,Oceania,6490,6.666735148794543
2025-01-31,Austria,Europe,9090,6.666666666666667
2025-01-31,Belgium,Asia,19203,6.666666666666667
2025-01-31,Belgium,Oceania,3230,6.6668042684059525
2025-01-31,Canada,South America,3961,6.666778873666139
2025-01-31,Denmark,Asia,2058,6.666666666666667
2025-01-31,Denmark,Asia,1035,6.667096109250194
2025-01-31,Denmark,Asia,5143,6.666666666666667
2025-01-31,Denmark,South America,2561,6.666840214505128
2025-01-31,Finland,North America,2997,6.666814966410108
2025-01-31,India,Europe,280,6.666666666666667
2025-01-31,Italy,South America,76957,6.666666666666667
2025-01-31,Italy,South America,740,6.666666666666667
2025-01-31,Japan,Asia,14109,6.666666666666667
2025-01-31,Japan,Asia,399,6.667780748663102
2025-01-31,Japan,North America,41749,6.666666666666667
2025-01-31,Netherlands,Europe,9665,6.666712651923794
2025-01-31,Netherlands,North America,18888,6.666666666666667
2025-01-31,South Korea,South America,2249,6.666864291219541
2025-01-31,South Korea,South America,6849,6.666731559172232
2025-01-31,South Korea,South America,332,6.668005623619202
2025-01-31,South Korea,Oceania,4282,6.666770461940867
2025-01-31,South Korea,Oceania,1554,6.666666666666667
2025-01-31,South Korea,Asia,7352,6.666727119397166
2025-02-28,Australia,Asia,1145,6.667054850355187
2025-02-28,Australia,Asia,7187,6.66672850729101
2025-02-28,Austria,Europe,1655,6.666935223976797
2025-02-28,Belgium,Oceania,3248,6.666803505819086
2025-02-28,Belgium,Oceania,6649,6.666733511139632
2025-02-28,Denmark,South America,9537,6.66671326911516
2025-02-28,Denmark,South America,1275,6.667015268772223
2025-02-28,Finland,North America,17054,6.666666666666667
2025-02-28,Finland,North America,2771,6.666827061880473
2025-02-28,India,Europe,6770,6.666666666666667
2025-02-28,Italy,North America,207,6.666666666666667
2025-02-28,Italy,North America,4962,6.666666666666667
2025-02-28,Italy,North America,2270,6.666862462921085
2025-02-28,Italy,South America,1289,6.6670114823626765
2025-02-28,Japan,North America,1590,6.666666666666667
2025-02-28,New Zealand,North America,3165,6.666807094409571
2025-02-28,Norway,Europe,244,6.668488658103307
2025-02-28,South Korea,Oceania,700,6.666666666666667
2025-02-28,South Korea,South America,573,6.666666666666667
2025-02-28,South Korea,Asia,1738,6.666666666666667
2025-03-31,Austria,Europe,7694,6.666724432236654
2025-03-31,Belgium,Oceania,23991,6.666685192183714
2025-03-31,Belgium,Asia,14075,6.6666982436861755
2025-03-31,Belgium,Asia,34044,6.66667972169295
2025-03-31,Canada,South America,4486,6.666765741800294
2025-03-31,Denmark,Asia,291,6.666666666666667
2025-03-31,Denmark,Asia,37712,6.666666666666667
2025-03-31,Denmark,Asia,59581,6.666666666666667
2025-03-31,Denmark,Asia,10683,6.66670826988842
2025-03-31,Denmark,South America,957,6.667131113278528
2025-03-31,Finland,North America,2226,6.666866333223517
2025-03-31,Germany,Asia,26506,6.666666666666667
2025-03-31,Germany,Asia,1913,6.666899003275946
2025-03-31,Germany,Asia,32396,6.666666666666667
2025-03-31,Germany,Asia,4980,6.666666666666667
2025-03-31,India,Europe,8562,6.666666666666667
2025-03-31,Italy,Asia,16710,6.666693264285914
2025-03-31,Italy,North America,20815,6.666688018858255
2025-03-31,Italy,Asia,7818,6.666723516018726
2025-03-31,Italy,North America,17616,6.666666666666667
2025-03-31,Japan,Asia,1261,6.667019139261922
2025-03-31,Japan,Asia,20474,6.666688374485933
2025-03-31,Netherlands,North America,24889,6.666666666666667
2025-03-31,Netherlands,North America,541,6.666666666666667
2025-03-31,Netherlands,Europe,9706,6.666666666666667
2025-03-31,New Zealand,North America,1170,6.666666666666667
2025-03-31,Norway,Europe,43293,6.6666769326479765
2025-03-31,Norway,Europe,170,6.666666666666667
2025-03-31,Norway,Europe,3822,6.666782954525632
2025-03-31,South Korea,Oceania,10211,6.666710192995744
2025-03-31,South Korea,Asia,178,6.669164481079055
2025-03-31,South Korea,Oceania,1841,6.666908090099224
2025-03-31,South Korea,South America,14024,6.666666666666667
2025-03-31,South Korea,South America,28123,6.666666666666667
2025-03-31,South Korea,South America,4398,6.666666666666667
2025-04-30,Austria,Europe,34419,6.666666666666667
2025-04-30,Belgium,Oceania,3489,6.666666666666667
2025-04-30,Belgium,Oceania,1385,6.666666666666667
2025-04-30,Belgium,Oceania,2567,6.666839808851028
2025-04-30,Belgium,Oceania,387,6.667815299793246
2025-04-30,Belgium,Asia,1993,6.666666666666667
2025-04-30,Canada,Asia,1567,6.666666666666667
2025-04-30,Canada,Asia,3692,6.666787049242492
2025-04-30,Canada,South America,3484,6.666666666666667
2025-04-30,Denmark,South America,494,6.666666666666667
2025-04-30,Denmark,Asia,2820,6.666666666666667
2025-04-30,Denmark,Asia,5376,6.666666666666667
2025-04-30,Denmark,South America,33732,6.666666666666667
2025-04-30,Finland,North America,1491,6.666666666666667
2025-04-30,India,Europe,35336,6.66667924435749
2025-04-30,Italy,South America,115017,6.666666666666667
2025-04-30,Italy,North America,48340,6.666666666666667
2025-04-30,Italy,Asia,387,6.666666666666667
2025-04-30,Japan,North America,36383,6.666678882406403
2025-04-30,Netherlands,North America,2381,6.666853334826679
2025-04-30,Netherlands,Europe,6480,6.666666666666667
2025-04-30,Norway,Europe,3906,6.666666666666667
2025-04-30,Norway,Europe,53549,6.666666666666667
2025-04-30,South Korea,Asia,1007,6.666666666666667
2025-04-30,South Korea,South America,6058,6.666740032354268
2025-04-30,South Korea,Asia,381,6.667833391669584
2025-05-31,Australia,Asia,6306,6.666666666666667
2025-05-31,Austria,Europe,4493,6.666765587441019
